2017-10-03 17:15:35,468 [main] INFO  - Adding class view.AddressTable to ArrayList listeners
2017-10-03 17:15:40,744 [AWT-EventQueue-0] INFO  - Getting Vorname at column: 2 row: 3
2017-10-03 17:15:40,744 [AWT-EventQueue-0] INFO  - Getting PID at column: 3 row: 3
2017-10-03 17:15:40,745 [AWT-EventQueue-0] INFO  - Getting Studiengang at column: 0 row: 4
2017-10-03 17:15:40,745 [AWT-EventQueue-0] INFO  - Getting Nachname at column: 1 row: 4
2017-10-03 17:15:40,745 [AWT-EventQueue-0] INFO  - Getting Vorname at column: 2 row: 4
2017-10-03 17:15:40,745 [AWT-EventQueue-0] INFO  - Getting PID at column: 3 row: 4
2017-10-03 17:15:40,746 [AWT-EventQueue-0] INFO  - Getting Studiengang at column: 0 row: 5
2017-10-03 17:15:40,746 [AWT-EventQueue-0] INFO  - Getting Nachname at column: 1 row: 5
2017-10-03 17:15:40,746 [AWT-EventQueue-0] INFO  - Getting Vorname at column: 2 row: 5
2017-10-03 17:15:40,746 [AWT-EventQueue-0] INFO  - Getting PID at column: 3 row: 5
